SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status
MF805074.1,Isoetes serracarajensis,2022365,genomic DNA,327,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805075.1,Isoetes serracarajensis,2022365,genomic DNA,316,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805076.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805077.1,Isoetes serracarajensis,2022365,genomic DNA,326,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805078.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805079.1,Isoetes serracarajensis,2022365,genomic DNA,326,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805080.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805081.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805082.1,Isoetes serracarajensis,2022365,genomic DNA,315,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805083.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805084.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805085.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805086.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805087.1,Isoetes serracarajensis,2022365,genomic DNA,313,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805088.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805089.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805090.1,Isoetes serracarajensis,2022365,genomic DNA,316,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805091.1,Isoetes serracarajensis,2022365,genomic DNA,311,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805092.1,Isoetes serracarajensis,2022365,genomic DNA,313,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805094.1,Isoetes serracarajensis,2022365,genomic DNA,313,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805095.1,Isoetes serracarajensis,2022365,genomic DNA,313,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805096.1,Isoetes serracarajensis,2022365,genomic DNA,311,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805097.1,Isoetes serracarajensis,2022365,genomic DNA,327,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805098.1,Isoetes serracarajensis,2022365,genomic DNA,311,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805099.1,Isoetes serracarajensis,2022365,genomic DNA,322,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805100.1,Isoetes serracarajensis,2022365,genomic DNA,327,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805101.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805102.1,Isoetes serracarajensis,2022365,genomic DNA,311,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF926072.1,Ardisia gigantifolia,213405,genomic DNA,554,Ardisia gigantifolia,587033-1,Primulaceae,Ardisia,gigantifolia,,Ardisia gigantifolia,SPECIES,Accepted
MF926115.1,Myrsine seguinii,276780,genomic DNA,540,Myrsine seguinii,589274-1,Primulaceae,Myrsine,seguinii,,Myrsine seguinii,SPECIES,Accepted
MF944350.1,Pecteilis susannae,640487,genomic DNA,274,Pecteilis susannae,649921-1,Orchidaceae,Pecteilis,susannae,,Pecteilis susannae,SPECIES,Accepted
MF945393.1,Habenaria rostellifera,2058577,genomic DNA,552,Habenaria rostellifera,638049-1,Orchidaceae,Habenaria,rostellifera,,Habenaria rostellifera,SPECIES,Accepted
MF945997.1,Quercus arkansana,1969275,genomic DNA,517,Quercus arkansana,215554-2,Fagaceae,Quercus,arkansana,,Quercus arkansana,SPECIES,Accepted
MF947653.1,Huperzia selago,70001,genomic DNA,270,Huperzia selago,1140250-2,Lycopodiaceae,Huperzia,selago,,Huperzia selago,SPECIES,Accepted
MF947694.1,Selaginella selaginoides,69996,genomic DNA,309,Selaginella selaginoides,60452842-2,Selaginellaceae,Selaginella,selaginoides,,Selaginella selaginoides,SPECIES,Accepted
MF954273.1,Archirhodomyrtus turbinata,889028,genomic DNA,449,Archirhodomyrtus turbinata,590662-1,Myrtaceae,Archirhodomyrtus,turbinata,,Archirhodomyrtus turbinata,SPECIES,Accepted
MF972211.1,Roupala montana,188622,genomic DNA,409,Roupala montana,706342-1,Proteaceae,Roupala,montana,,Roupala montana,SPECIES,Accepted
MF972986.1,Erythroxylum novogranatense,1862640,genomic DNA,454,Erythroxylum novogranatense,97004-2,Erythroxylaceae,Erythroxylum,novogranatense,,Erythroxylum novogranatense,SPECIES,Accepted
MF981274.1,Heteropolygonatum wugongshanensis,2302850,genomic DNA,620,Heteropolygonatum wugongshanensis,77177721-1,Asparagaceae,Heteropolygonatum,wugongshanensis,,Heteropolygonatum wugongshanensis,SPECIES,Accepted
MG209075.1,Solanum aculeatissimum,267265,genomic DNA,573,Solanum aculeatissimum,330626-2,Solanaceae,Solanum,aculeatissimum,,Solanum aculeatissimum,SPECIES,Accepted
MG220397.1,Abrus melanospermus subsp. tenuiflorus,BOLD:ITVRT006-17.trnH-psbA,genomic DNA,365,Abrus melanospermus subsp. tenuiflorus,1015486-1,Fabaceae,Abrus,melanospermus,tenuiflorus,Abrus melanospermus subsp. tenuiflorus,SUBSPECIES,Accepted
MG220398.1,Aeschynomene rudis,BOLD:ITVRT004-17.trnH-psbA,genomic DNA,392,Aeschynomene rudis,472933-1,Fabaceae,Aeschynomene,rudis,,Aeschynomene rudis,SPECIES,Accepted
MG220409.1,Myrcia bracteata,BOLD:ITVRT013-17.trnH-psbA,genomic DNA,518,Myrcia bracteata,598646-1,Myrtaceae,Myrcia,bracteata,,Myrcia bracteata,SPECIES,Accepted
MG220411.1,Odontadenia sp. ITV658,BOLD:ITVRT005-17.trnH-psbA,genomic DNA,457,Odontadenia sp. ITV658,2465-1,Apocynaceae,Odontadenia,sp.,,Odontadenia sp.,GENUS,Accepted
MG220412.1,Parkia sp. ITV2593,BOLD:ITVRT014-17.trnH-psbA,genomic DNA,507,Parkia sp. ITV2593,23152-1,Fabaceae,Parkia,sp.,,Parkia sp.,GENUS,Accepted
MG232853.1,Isodon sculponeatus,662928,genomic DNA,357,Isodon sculponeatus,448613-1,Lamiaceae,Isodon,sculponeatus,,Isodon sculponeatus,SPECIES,Accepted
MG232915.1,Isodon lophanthoides,204133,genomic DNA,290,Isodon lophanthoides,915140-1,Lamiaceae,Isodon,lophanthoides,,Isodon lophanthoides,SPECIES,Accepted
MG232928.1,Isodon scoparius,662927,genomic DNA,366,Isodon scoparius,915160-1,Lamiaceae,Isodon,scoparius,,Isodon scoparius,SPECIES,Accepted
MG263772.1,Eulychnia castanea,267724,genomic DNA,483,Eulychnia castanea,99320-2,Cactaceae,Eulychnia,castanea,,Eulychnia castanea,SPECIES,Accepted
MG266208.1,Pluchea lanceolata,1950228,genomic DNA,446,Pluchea lanceolata,77124381-1,Asteraceae,Pluchea,lanceolata,,Pluchea lanceolata,SPECIES,Accepted
MG280934.1,Moringa oleifera,3735,genomic DNA,454,Moringa oleifera,584736-1,Moringaceae,Moringa,oleifera,,Moringa oleifera,SPECIES,Accepted
MG280941.1,Cassia fistula,53852,genomic DNA,508,Cassia fistula,484507-1,Fabaceae,Cassia,fistula,,Cassia fistula,SPECIES,Accepted
MG309233.1,Rhodiola alterna,1442763,genomic DNA,325,Rhodiola alterna,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Synonym
MG309234.1,Rhodiola chrysanthemifolia,202998,genomic DNA,324,Rhodiola chrysanthemifolia,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Accepted
MG309235.1,Rhodiola chrysanthemifolia,202998,genomic DNA,324,Rhodiola chrysanthemifolia,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Accepted
MG309236.1,Rhodiola chrysanthemifolia,202998,genomic DNA,324,Rhodiola chrysanthemifolia,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Accepted
MG309237.1,Rhodiola chrysanthemifolia,202998,genomic DNA,324,Rhodiola chrysanthemifolia,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Accepted
MG309238.1,Rhodiola liciae,1442774,genomic DNA,325,Rhodiola liciae,274827-1,Crassulaceae,Rhodiola,liciae,,Rhodiola liciae,SPECIES,Accepted
MG309239.1,Rhodiola ovatisepala,1442775,genomic DNA,324,Rhodiola ovatisepala,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Synonym
MG309240.1,Rhodiola ovatisepala,1442775,genomic DNA,324,Rhodiola ovatisepala,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Synonym
MG309241.1,Rhodiola ovatisepala,1442775,genomic DNA,324,Rhodiola ovatisepala,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Synonym
MG309242.1,Rhodiola ovatisepala,1442775,genomic DNA,324,Rhodiola ovatisepala,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Synonym
MG309243.1,Rhodiola ovatisepala,1442775,genomic DNA,324,Rhodiola ovatisepala,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Synonym
MG309244.1,Rhodiola ovatisepala,1442775,genomic DNA,324,Rhodiola ovatisepala,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Synonym
MG309245.1,Rhodiola ovatisepala,1442775,genomic DNA,324,Rhodiola ovatisepala,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,Rhodiola chrysanthemifolia,SPECIES,Synonym
MG309246.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309247.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309248.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309249.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309250.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309251.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309252.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309253.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309254.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309255.1,Rhodiola sacra,203000,genomic DNA,325,Rhodiola sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,Rhodiola chrysanthemifolia subsp. sacra,SUBSPECIES,Homotypic_Synonym
MG309262.1,Rhodiola sinuata,203017,genomic DNA,325,Rhodiola sinuata,274882-1,Crassulaceae,Rhodiola,sinuata,,Rhodiola sinuata,SPECIES,Accepted
MG419676.1,Xanthoceras sorbifolium,99658,genomic DNA,494,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG419696.1,Xanthoceras sorbifolium,99658,genomic DNA,494,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG419756.1,Xanthoceras sorbifolium,99658,genomic DNA,501,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG419816.1,Xanthoceras sorbifolium,99658,genomic DNA,494,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG419876.1,Xanthoceras sorbifolium,99658,genomic DNA,501,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG419936.1,Xanthoceras sorbifolium,99658,genomic DNA,501,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG419996.1,Xanthoceras sorbifolium,99658,genomic DNA,501,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG420056.1,Xanthoceras sorbifolium,99658,genomic DNA,501,Xanthoceras sorbifolium,785606-1,Sapindaceae,Xanthoceras,sorbifolium,,Xanthoceras sorbifolium,SPECIES,Accepted
MG420075.1,Aesculus assamica,531822,genomic DNA,511,Aesculus assamica,781579-1,Sapindaceae,Aesculus,assamica,,Aesculus assamica,SPECIES,Accepted
MG544849.1,Asarum canadense,28498,genomic DNA,568,Asarum canadense,93467-1,Aristolochiaceae,Asarum,canadense,,Asarum canadense,SPECIES,Accepted
MG547079.1,Pterygiella tenuisecta,326855,genomic DNA,380,Pterygiella tenuisecta,77167405-1,Orobanchaceae,Pterygiella,tenuisecta,,Pterygiella tenuisecta,SPECIES,Accepted
MG547087.1,Phtheirospermum sp. 1 WBY-2017,2053895,genomic DNA,378,Phtheirospermum sp. 1 WBY-2017,37917-1,Orobanchaceae,Phtheirospermum,sp.,,Phtheirospermum sp.,GENUS,Accepted
MG550043.1,Ephedra pachyclada,289842,genomic DNA,536,Ephedra pachyclada,383437-1,Ephedraceae,Ephedra,pachyclada,,Ephedra pachyclada,SPECIES,Accepted
MG560428.1,Phlegmariurus hypogaeus,73598,genomic DNA,313,Phlegmariurus hypogaeus,278377-2,Lycopodiaceae,Huperzia,hypogaea,,Huperzia hypogaea,SPECIES,Homotypic_Synonym
MG560488.1,Selaginella selaginoides,69996,genomic DNA,258,Selaginella selaginoides,60452842-2,Selaginellaceae,Selaginella,selaginoides,,Selaginella selaginoides,SPECIES,Accepted
MG582075.1,Taraxacum officinale,50225,genomic DNA,511,Taraxacum officinale,1003018-2,Asteraceae,Taraxacum,officinale,,Taraxacum officinale,SPECIES,Accepted
MG582104.1,Taraxacum officinale,50225,genomic DNA,511,Taraxacum officinale,1003018-2,Asteraceae,Taraxacum,officinale,,Taraxacum officinale,SPECIES,Accepted
MG584354.1,Paronychia baldwinii,1137877,genomic DNA,332,Paronychia baldwinii,434992-1,Caryophyllaceae,Paronychia,baldwinii,,Paronychia baldwinii,SPECIES,Accepted
MG584396.1,Paronychia rugelii,1137888,genomic DNA,332,Paronychia rugelii,435112-1,Caryophyllaceae,Paronychia,rugelii,,Paronychia rugelii,SPECIES,Accepted
MG595705.1,Phytolacca japonica,2547673,genomic DNA,546,Phytolacca japonica,676364-1,Phytolaccaceae,Phytolacca,japonica,,Phytolacca japonica,SPECIES,Accepted
MG595707.1,Phytolacca exiensis,2547682,genomic DNA,563,Phytolacca exiensis,77174910-1,Phytolaccaceae,Phytolacca,exiensis,,Phytolacca exiensis,SPECIES,Accepted
MG595709.1,Phytolacca exiensis,2547682,genomic DNA,564,Phytolacca exiensis,77174910-1,Phytolaccaceae,Phytolacca,exiensis,,Phytolacca exiensis,SPECIES,Accepted
MG595711.1,Phytolacca acinosa,3528,genomic DNA,564,Phytolacca acinosa,676329-1,Phytolaccaceae,Phytolacca,acinosa,,Phytolacca acinosa,SPECIES,Accepted
MG595713.1,Phytolacca polyandra,2547674,genomic DNA,591,Phytolacca polyandra,676388-1,Phytolaccaceae,Phytolacca,polyandra,,Phytolacca polyandra,SPECIES,Accepted
MG599335.1,Quassia amara,43725,genomic DNA,485,Quassia amara,814006-1,Simaroubaceae,Quassia,amara,,Quassia amara,SPECIES,Accepted
MG601501.1,Sida acuta,108357,genomic DNA,557,Sida acuta,235518-2,Malvaceae,Sida,acuta,,Sida acuta,SPECIES,Accepted
MG601502.1,Sida cordata,210324,genomic DNA,457,Sida cordata,563597-1,Malvaceae,Sida,cordata,,Sida cordata,SPECIES,Accepted
MG602072.1,Capparis sicula subsp. mesopotamica,2494580,genomic DNA,471,Capparis sicula subsp. mesopotamica,60443497-2,Capparaceae,Capparis,spinosa,canescens,Capparis spinosa var. canescens,VARIETY,Synonym
MG680645.1,Cremastosperma stenophyllum,2249229,genomic DNA,368,Cremastosperma stenophyllum,77065689-1,Annonaceae,Cremastosperma,stenophyllum,,Cremastosperma stenophyllum,SPECIES,Accepted
MG680718.1,Mosannona xanthochlora,2249236,genomic DNA,426,Mosannona xanthochlora,1003590-1,Annonaceae,Mosannona,xanthochlora,,Mosannona xanthochlora,SPECIES,Accepted
MG703858.1,Stranvaesia davidiana,193312,genomic DNA,254,Stranvaesia davidiana,727366-1,Rosaceae,Photinia,davidiana,,Photinia davidiana,SPECIES,Homotypic_Synonym
MG748617.1,Corydalis buschii,2290810,genomic DNA,347,Corydalis buschii,672110-1,Papaveraceae,Corydalis,buschii,,Corydalis buschii,SPECIES,Accepted
MG748618.1,Corydalis schanginii,38921,genomic DNA,345,Corydalis schanginii,672487-1,Papaveraceae,Corydalis,schanginii,,Corydalis schanginii,SPECIES,Accepted
MG780098.1,Columnea strigosa,213357,genomic DNA,328,Columnea strigosa,379021-1,Gesneriaceae,Columnea,strigosa,,Columnea strigosa,SPECIES,Accepted
MG812130.1,Potamogeton berchtoldii,108425,genomic DNA,297,Potamogeton berchtoldii,603133-1,Potamogetonaceae,Potamogeton,berchtoldii,,Potamogeton berchtoldii,SPECIES,Accepted
MG818237.1,Lancea tibetica,188317,genomic DNA,294,Lancea tibetica,804209-1,Mazaceae,Lancea,tibetica,,Lancea tibetica,SPECIES,Accepted
MG823921.1,Salvia cavaleriei var. cavaleriei,1208401,genomic DNA,382,Salvia cavaleriei var. cavaleriei,77171693-1,Lamiaceae,Salvia,cavaleriei,cavaleriei,Salvia cavaleriei var. cavaleriei,VARIETY,Accepted
MG823941.1,Salvia evansiana var. scaposa,2263201,genomic DNA,392,Salvia evansiana var. scaposa,77188231-1,Lamiaceae,Salvia,evansiana,scaposa,Salvia evansiana var. scaposa,VARIETY,Accepted
MG824001.1,Salvia prionitis,588964,genomic DNA,382,Salvia prionitis,457011-1,Lamiaceae,Salvia,prionitis,,Salvia prionitis,SPECIES,Accepted
MG824039.1,Salvia yunnanensis,342062,genomic DNA,382,Salvia yunnanensis,457544-1,Lamiaceae,Salvia,yunnanensis,,Salvia yunnanensis,SPECIES,Accepted
MG837388.1,Epimedium myrianthum,402161,genomic DNA,507,Epimedium myrianthum,1000386-1,Berberidaceae,Epimedium,myrianthum,,Epimedium myrianthum,SPECIES,Accepted
MG846195.1,Trichocladus ellipticus,1237841,genomic DNA,431,Trichocladus ellipticus,430783-1,Hamamelidaceae,Trichocladus,ellipticus,,Trichocladus ellipticus,SPECIES,Accepted
MG873169.1,Gaiadendron punctatum,35972,genomic DNA,470,Gaiadendron punctatum,548708-1,Loranthaceae,Gaiadendron,punctatum,,Gaiadendron punctatum,SPECIES,Accepted
MG875322.1,Ophioglossum parvifolium,2169457,genomic DNA,333,Ophioglossum parvifolium,17167830-1,Ophioglossaceae,Ophioglossum,parvifolium,,Ophioglossum parvifolium,SPECIES,Accepted
MG881766.1,Fortunearia sinensis,51002,genomic DNA,421,Fortunearia sinensis,430654-1,Hamamelidaceae,Fortunearia,sinensis,,Fortunearia sinensis,SPECIES,Accepted
MG889478.1,Vigna mungo,3915,genomic DNA,291,Vigna mungo,525443-1,Fabaceae,Vigna,mungo,,Vigna mungo,SPECIES,Accepted
MG893871.1,Passiflora quadrangularis,3685,genomic DNA,350,Passiflora quadrangularis,675390-1,Passifloraceae,Passiflora,quadrangularis,,Passiflora quadrangularis,SPECIES,Accepted
MG893872.1,Passiflora coccinea,85237,genomic DNA,351,Passiflora coccinea,674909-1,Passifloraceae,Passiflora,coccinea,,Passiflora coccinea,SPECIES,Accepted
MG893873.1,Passiflora vitifolia,196585,genomic DNA,328,Passiflora vitifolia,30044451-2,Passifloraceae,Passiflora,vitifolia,,Passiflora vitifolia,SPECIES,Accepted
MG893874.1,Passiflora edulis,78168,genomic DNA,342,Passiflora edulis,321964-2,Passifloraceae,Passiflora,edulis,,Passiflora edulis,SPECIES,Accepted
MG893875.1,Passiflora foetida,159421,genomic DNA,356,Passiflora foetida,321966-2,Passifloraceae,Passiflora,foetida,,Passiflora foetida,SPECIES,Accepted
MG893876.1,Passiflora siamica,298526,genomic DNA,281,Passiflora siamica,675464-1,Passifloraceae,Passiflora,siamica,,Passiflora siamica,SPECIES,Accepted
