Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
NC_051950.1,genomic DNA,139976,Kuepferia otophora,77138769-1,Gentianaceae,Kuepferia,otophora,,False,Kuepferia otophora,1499132
NC_051951.1,genomic DNA,151218,Tripterospermum membranaceum,371302-1,Gentianaceae,Tripterospermum,membranaceum,,False,Tripterospermum membranaceum,1608371
NC_051952.1,genomic DNA,162500,Steudnera colocasiifolia,89076-1,Araceae,Steudnera,colocasiifolia,,False,Steudnera colocasiifolia,227244
NC_051954.1,genomic DNA,157311,Distemonanthus benthamianus,492797-1,Fabaceae,Distemonanthus,benthamianus,,False,Distemonanthus benthamianus,162759
NC_051955.1,genomic DNA,155626,Acer caesium,781246-1,Sapindaceae,Acer,caesium,,False,Acer caesium,171881
NC_051956.1,genomic DNA,156313,Acer cappadocicum,56622-1,Sapindaceae,Acer,cappadocicum,,False,Acer cappadocicum,169053
NC_051957.1,genomic DNA,155910,Acer negundo,781412-1,Sapindaceae,Acer,negundo,,False,Acer negundo,4023
NC_051958.1,genomic DNA,156890,Acer oliverianum,781423-1,Sapindaceae,Acer,oliverianum,,False,Acer oliverianum,171216
NC_051959.1,genomic DNA,156385,Acer platanoides,781455-1,Sapindaceae,Acer,platanoides,,False,Acer platanoides,4025
NC_051960.1,genomic DNA,155684,Acer saccharum,56795-1,Sapindaceae,Acer,saccharum,,False,Acer saccharum,4024
NC_051961.1,genomic DNA,155933,Acer stachyophyllum,781517-1,Sapindaceae,Acer,stachyophyllum,,False,Acer stachyophyllum,171218
NC_051964.1,genomic DNA,136876,Neotrinia splendens,77200896-1,Poaceae,Neotrinia,splendens,,False,Achnatherum splendens,665470
NC_051966.1,genomic DNA,152739,Leucosceptrum canum,449566-1,Lamiaceae,Leucosceptrum,canum,,False,Leucosceptrum canum,694369
NC_051969.1,genomic DNA,155278,Salix psammophila,896725-1,Salicaceae,Salix,psammophila,,False,Salix psammophila,1508161
NC_051970.1,genomic DNA,168585,Halophila beccarii,431747-1,Hydrocharitaceae,Halophila,beccarii,,False,Halophila beccarii,180123
NC_051971.1,genomic DNA,152189,Oxalis corniculata,177893-2,Oxalidaceae,Oxalis,corniculata,,False,Oxalis corniculata,212256
NC_051972.1,genomic DNA,151443,Primula filchnerae,701921-1,Primulaceae,Primula,filchnerae,,False,Primula filchnerae,170921
NC_051973.1,genomic DNA,152462,Soroseris umbrella,250418-1,Asteraceae,Soroseris,umbrella,,False,Stebbinsia umbrella,996393
NC_051974.1,genomic DNA,158943,Ruppia brevipedunculata,77142902-1,Ruppiaceae,Ruppia,brevipedunculata,,False,Ruppia brevipedunculata,2027461
NC_051976.1,genomic DNA,145892,Danaea nodosa,1215055-2,Marattiaceae,Danaea,nodosa,,False,Danaea sellowiana,2764331
NC_051977.1,genomic DNA,151986,Eupodium kaulfussii,17106310-1,Marattiaceae,Eupodium,kaulfussii,,False,Eupodium kaulfussii,519565
NC_051978.1,genomic DNA,151257,Marattia cicutifolia,17143710-1,Marattiaceae,Marattia,cicutifolia,,False,Marattia cicutifolia,2764332
NC_051979.1,genomic DNA,147024,Marattia laxa,17143860-1,Marattiaceae,Marattia,laxa,,False,Marattia laxa,223813
NC_051980.1,genomic DNA,148722,Ptisana novoguineensis,77091907-1,Marattiaceae,Ptisana,novoguineensis,,False,Ptisana novoguineensis,2764333
NC_051982.1,genomic DNA,149828,Uraria lagopodioides,524403-1,Fabaceae,Uraria,lagopodioides,,False,Uraria lagopodoides,1048768
NC_051986.1,genomic DNA,152619,Chrysosplenium alternifolium,30303328-2,Saxifragaceae,Chrysosplenium,alternifolium,,False,Chrysosplenium alternifolium,80774
NC_051987.1,genomic DNA,153427,Chrysosplenium sinicum,790667-1,Saxifragaceae,Chrysosplenium,sinicum,,False,Chrysosplenium sinicum,61241
NC_051991.1,genomic DNA,151958,Androsace mariae,700353-1,Primulaceae,Androsace,mariae,,False,Androsace mariae,265245
NC_051992.1,genomic DNA,155949,Spiraea mongolica,742385-1,Rosaceae,Spiraea,mongolica,,False,Spiraea mongolica,714505
NC_051997.1,genomic DNA,160111,Turpinia montana,785552-1,Staphyleaceae,Turpinia,montana,,False,Turpinia montana,1679342
NC_051999.1,genomic DNA,119720,Drypetes chevalieri,344990-1,Putranjivaceae,Drypetes,chevalieri,,False,Drypetes chevalieri,2708816
NC_052000.1,genomic DNA,119299,Drypetes diopa,345012-1,Putranjivaceae,Drypetes,diopa,,False,Drypetes diopa,2763563
NC_052001.1,genomic DNA,119105,Drypetes hainanensis,345052-1,Putranjivaceae,Drypetes,hainanensis,,False,Drypetes hainanensis,2763564
NC_052002.1,genomic DNA,120596,Drypetes indica,345067-1,Putranjivaceae,Drypetes,indica,,False,Drypetes indica,1679348
NC_052003.1,genomic DNA,120800,Drypetes lateriflora,85501-2,Putranjivaceae,Drypetes,lateriflora,,False,Drypetes lateriflora,212297
NC_052004.1,genomic DNA,119268,Drypetes longifolia,345093-1,Putranjivaceae,Drypetes,longifolia,,False,Drypetes longifolia,1504425
NC_052005.1,genomic DNA,119507,Drypetes similis,345180-1,Putranjivaceae,Drypetes,similis,,False,Sibangea similis,1317885
NC_052006.1,genomic DNA,160930,Balanops balansae,103172-1,Balanopaceae,Balanops,balansae,,False,Balanops balansae,544656
NC_052007.1,genomic DNA,160765,Balanops pedicellata,103176-1,Balanopaceae,Balanops,pedicellata,,False,Balanops pedicellata,2763562
NC_052008.1,genomic DNA,196038,Annona muricata,14308-2,Annonaceae,Annona,muricata,,False,Annona muricata,13337
NC_052014.1,genomic DNA,152062,Tulipa biflora,542845-1,Liliaceae,Tulipa,biflora,,False,Tulipa buhseana,2173064
NC_052696.1,genomic DNA,154433,Callicarpa americana,319128-2,Lamiaceae,Callicarpa,americana,,False,Callicarpa americana,204211
NC_052697.1,genomic DNA,151744,Tulipa iliensis,542956-1,Liliaceae,Tulipa,iliensis,,False,Tulipa iliensis,1218737
NC_052700.1,genomic DNA,160280,Murraya paniculata,774441-1,Rutaceae,Murraya,paniculata,,False,Murraya paniculata,43711
NC_052702.1,genomic DNA,157292,Paphiopedilum spicerianum,649835-1,Orchidaceae,Paphiopedilum,spicerianum,,False,Paphiopedilum spicerianum,299270
NC_052703.1,genomic DNA,149711,Huperzia phlegmaria,169764-3,Lycopodiaceae,Huperzia,phlegmaria,,False,Phlegmariurus phlegmaria,41007
NC_052706.1,genomic DNA,122442,Medicago edgeworthii,506166-1,Fabaceae,Medicago,edgeworthii,,False,Medicago edgeworthii,70945
NC_052718.1,genomic DNA,160699,Citrus deliciosa,771886-1,Rutaceae,Citrus,deliciosa,,False,Citrus sunki,237574
NC_052724.1,genomic DNA,158082,Hippeastrum vittatum,65185-1,Amaryllidaceae,Hippeastrum,vittatum,,False,Hippeastrum vittatum,231486
NC_052727.1,genomic DNA,160052,Dendrobium wangliangii,77090849-1,Orchidaceae,Dendrobium,wangliangii,,False,Dendrobium wangliangii,1354202
NC_052728.1,genomic DNA,158541,Syzygium jambos,601802-1,Myrtaceae,Syzygium,jambos,,False,Syzygium jambos,334483
NC_052729.1,genomic DNA,158855,Melaleuca cajuputi,115161-3,Myrtaceae,Melaleuca,cajuputi,,False,Melaleuca cajuputi,109355
NC_052730.1,genomic DNA,158916,Pouteria caimito,788845-1,Sapotaceae,Pouteria,caimito,,False,Pouteria caimito,872014
NC_052735.1,genomic DNA,150941,Rhodiola chrysanthemifolia subsp. sacra,878862-1,Crassulaceae,Rhodiola,chrysanthemifolia,sacra,False,Rhodiola sacra,203000
NC_052736.1,genomic DNA,150905,Rhodiola kirilowii,274823-1,Crassulaceae,Rhodiola,kirilowii,,False,Rhodiola kirilowii,203008
NC_052737.1,genomic DNA,151605,Rhodiola chrysanthemifolia,274788-1,Crassulaceae,Rhodiola,chrysanthemifolia,,False,Rhodiola sexifolia,1442781
NC_052738.1,genomic DNA,151398,Hylotelephium verticillatum,274229-1,Crassulaceae,Hylotelephium,verticillatum,,False,Hylotelephium verticillatum,202978
NC_052739.1,genomic DNA,159581,Bulleyia yunnanensis,620515-1,Orchidaceae,Bulleyia,yunnanensis,,False,Bulleyia yunnanensis,1700958
NC_052740.1,genomic DNA,159341,Panisea uniflora,649694-1,Orchidaceae,Panisea,uniflora,,False,Panisea uniflora,907957
NC_052741.1,genomic DNA,158550,Curculigo capitulata,64141-1,Hypoxidaceae,Curculigo,capitulata,,False,Molineria capitulata,72645
NC_052744.1,genomic DNA,151407,Hopea reticulata,320985-1,Dipterocarpaceae,Hopea,reticulata,,False,Hopea reticulata,2768323
NC_052747.1,genomic DNA,163090,Euphorbia ebracteolata,346348-1,Euphorbiaceae,Euphorbia,ebracteolata,,False,Euphorbia ebracteolata,526193
NC_052748.1,genomic DNA,154210,Callicarpa pedunculata,861432-1,Lamiaceae,Callicarpa,pedunculata,,False,Callicarpa formosana,886264
NC_052752.1,genomic DNA,159281,Camellia brevistyla,829881-1,Theaceae,Camellia,brevistyla,,False,Camellia brevistyla,296050
NC_052768.1,genomic DNA,108695,Zygophyllum fabago,873557-1,Zygophyllaceae,Zygophyllum,fabago,,False,Zygophyllum fabago,66652
NC_052769.1,genomic DNA,109577,Zygophyllum xanthoxylum,77205534-1,Zygophyllaceae,Zygophyllum,xanthoxylum,,False,Zygophyllum xanthoxylon,90549
NC_052786.1,genomic DNA,152042,Lilium apertum,537456-1,Liliaceae,Lilium,apertum,,False,Nomocharis aperta,85373
NC_052787.1,genomic DNA,151974,Lilium gongshanense,77158602-1,Liliaceae,Lilium,gongshanense,,False,Lilium gongshanense,1220503
NC_052788.1,genomic DNA,152197,Lilium meleagrina,77158599-1,Liliaceae,Lilium,meleagrina,,False,Lilium meleagrinum,525528
NC_052790.1,genomic DNA,153082,Lilium regale,537767-1,Liliaceae,Lilium,regale,,False,Lilium regale,82328
NC_052791.1,genomic DNA,153129,Lilium sargentiae,537782-1,Liliaceae,Lilium,sargentiae,,False,Lilium sargentiae,82329
NC_052792.1,genomic DNA,153107,Lilium sulphureum,537808-1,Liliaceae,Lilium,sulphureum,,False,Lilium sulphureum,82330
NC_052830.1,genomic DNA,158762,Tetradium ruticarpum,909759-1,Rutaceae,Tetradium,ruticarpum,,False,Tetradium ruticarpum,354523
NC_052833.1,genomic DNA,159849,Aristolochia kwangsiensis,93050-1,Aristolochiaceae,Aristolochia,kwangsiensis,,False,Aristolochia kwangsiensis,158552
NC_052844.1,genomic DNA,152962,Angiopteris yunnanensis,17299970-1,Marattiaceae,Angiopteris,yunnanensis,,False,Angiopteris yunnanensis,2768835
NC_052846.1,genomic DNA,152500,Saussurea medusa,242437-1,Asteraceae,Saussurea,medusa,,False,Saussurea medusa,137893
NC_052847.1,genomic DNA,161318,Oenothera curtiflora,77092903-1,Onagraceae,Oenothera,curtiflora,,False,Oenothera curtiflora,238273
NC_052848.1,genomic DNA,161182,Epilobium angustifolium,92411-2,Onagraceae,Epilobium,angustifolium,,False,Chamaenerion angustifolium,13055
NC_052849.1,genomic DNA,156751,Eleutherococcus trifoliatus,90440-1,Araliaceae,Eleutherococcus,trifoliatus,,False,Eleutherococcus trifoliatus,46385
NC_052850.1,genomic DNA,149040,Gentiana delavayi,368068-1,Gentianaceae,Gentiana,delavayi,,False,Gentiana delavayi,50761
NC_052853.1,genomic DNA,161651,Hovenia acerba,717557-1,Rhamnaceae,Hovenia,acerba,,False,Hovenia acerba,210357
NC_052854.1,genomic DNA,153437,Dioscorea esculenta,317946-1,Dioscoreaceae,Dioscorea,esculenta,,False,Dioscorea esculenta,323665
NC_052855.1,genomic DNA,174831,Aquilaria beccariana,830819-1,Thymelaeaceae,Aquilaria,beccariana,,False,Aquilaria beccariana,69462
NC_052856.1,genomic DNA,174761,Aquilaria hirta,20001505-1,Thymelaeaceae,Aquilaria,hirta,,False,Aquilaria hirta,1040644
NC_052857.1,genomic DNA,174819,Aquilaria microcarpa,830836-1,Thymelaeaceae,Aquilaria,microcarpa,,False,Aquilaria microcarpa,690718
NC_052858.1,genomic DNA,174693,Aquilaria rostrata,830846-1,Thymelaeaceae,Aquilaria,rostrata,,False,Aquilaria rostrata,1767139
NC_052859.1,genomic DNA,174828,Aquilaria subintegra,830850-1,Thymelaeaceae,Aquilaria,subintegra,,False,Aquilaria subintegra,1040645
NC_052860.1,genomic DNA,176548,Gonystylus affinis,831967-1,Thymelaeaceae,Gonystylus,affinis,,False,Gonystylus affinis,1853235
NC_052861.1,genomic DNA,174585,Phaleria macrocarpa,832478-1,Thymelaeaceae,Phaleria,macrocarpa,,False,Phaleria macrocarpa,223762
NC_052862.1,genomic DNA,164923,Pinellia peltata,88086-1,Araceae,Pinellia,peltata,,False,Pinellia peltata,199223
NC_052863.1,genomic DNA,155618,Lysimachia hemsleyana,701157-1,Primulaceae,Lysimachia,hemsleyana,,False,Lysimachia hemsleyana,1043453
NC_052864.1,genomic DNA,151185,Ligularia virgaurea,230891-1,Asteraceae,Ligularia,virgaurea,,False,Ligularia virgaurea,186957
NC_052866.1,genomic DNA,181335,Corydalis inopinata,672293-1,Papaveraceae,Corydalis,inopinata,,False,Corydalis inopinata,2769552
NC_052867.1,genomic DNA,158954,Syzygium malaccense,601907-1,Myrtaceae,Syzygium,malaccense,,False,Syzygium malaccense,219892
NC_052868.1,genomic DNA,152403,Cirsium arvense,195034-1,Asteraceae,Cirsium,arvense,,False,Cirsium setosum,576424
NC_052869.1,genomic DNA,113762,Cuscuta nitida,267567-1,Convolvulaceae,Cuscuta,nitida,,False,Cuscuta nitida,192831
NC_052870.1,genomic DNA,105066,Cuscuta africana,267262-1,Convolvulaceae,Cuscuta,africana,,False,Cuscuta africana,413235
NC_052871.1,genomic DNA,98380,Cuscuta approximata,267291-1,Convolvulaceae,Cuscuta,approximata,,False,Cuscuta approximata,184478
NC_052872.1,genomic DNA,97091,Cuscuta pedicellata,267595-1,Convolvulaceae,Cuscuta,pedicellata,,False,Cuscuta pedicellata,192827
NC_052874.1,genomic DNA,152804,Swertia souliei,371087-1,Gentianaceae,Swertia,souliei,,False,Swertia souliei,363515
NC_052875.1,genomic DNA,161668,Hovenia trichocarpa,717566-1,Rhamnaceae,Hovenia,trichocarpa,,False,Hovenia trichocarpa,345800
NC_052877.1,genomic DNA,159907,Vincetoxicum versicolor,103034-1,Apocynaceae,Vincetoxicum,versicolor,,False,Vincetoxicum versicolor,1165891
NC_052878.1,genomic DNA,160108,Sorbus aucuparia,741641-1,Rosaceae,Sorbus,aucuparia,,False,Sorbus aucuparia,36599
NC_052882.1,genomic DNA,155841,Sibbaldianthe bifurca,20012673-1,Rosaceae,Sibbaldianthe,bifurca,,False,Sibbaldianthe bifurca,57928
NC_052883.1,genomic DNA,152366,Scutellaria scordiifolia,458648-1,Lamiaceae,Scutellaria,scordiifolia,,False,Scutellaria scordifolia,587679
NC_052884.1,genomic DNA,151017,Stilpnolepis centiflora,251659-1,Asteraceae,Stilpnolepis,centiflora,,False,Stilpnolepis centiflora,217474
NC_052910.1,genomic DNA,153668,Haymondia wallichii,77148234-1,Fabaceae,Haymondia,wallichii,,False,Haymondia wallichii,157659
NC_052912.1,genomic DNA,165439,Polygala japonica,691648-1,Polygalaceae,Polygala,japonica,,False,Polygala japonica,690795
NC_052917.1,genomic DNA,158573,Syndiclis anlungensis,468671-1,Lauraceae,Syndiclis,anlungensis,,False,Syndiclis anlungensis,1358797
NC_052918.1,genomic DNA,152431,Aster flaccidus,181223-1,Asteraceae,Aster,flaccidus,,False,Aster flaccidus,1196477
NC_052919.1,genomic DNA,156469,Viola philippica,868955-1,Violaceae,Viola,philippica,,False,Viola philippica,316493
NC_052920.1,genomic DNA,86727,Cuscuta campestris,72786-2,Convolvulaceae,Cuscuta,campestris,,False,Cuscuta campestris,132261
NC_052921.1,genomic DNA,158762,Carpinus tibetana,60476297-2,Betulaceae,Carpinus,tibetana,,False,Carpinus tibetana,2058670
NC_052922.1,genomic DNA,160606,Staphylea japonica,77164257-1,Staphyleaceae,Staphylea,japonica,,False,Euscaphis japonica,210332
NC_052924.1,genomic DNA,144989,Oberonioides pusillus,77110947-1,Orchidaceae,Oberonioides,pusillus,,False,Oberonioides microtatantha,1559823
NC_053251.1,genomic DNA,151984,Mikania cordata,160848-2,Asteraceae,Mikania,cordata,,False,Mikania cordata,207834
NC_053258.1,genomic DNA,157088,Acer miyabei subsp. miaotaiense,60470270-2,Sapindaceae,Acer,miyabei,miaotaiense,False,Acer yangjuechi,2684904
NC_053260.1,genomic DNA,161279,Calligonum leucocladum,693354-1,Polygonaceae,Calligonum,leucocladum,,False,Calligonum leucocladum,1202986
NC_053261.1,genomic DNA,161316,Calligonum mongolicum,693363-1,Polygonaceae,Calligonum,mongolicum,,False,Calligonum mongolicum,661978
NC_053264.1,genomic DNA,161184,Calligonum rubicundum,693401-1,Polygonaceae,Calligonum,rubicundum,,False,Calligonum rubicundum,574894
NC_053265.1,genomic DNA,161320,Calligonum × squarrosum,693411-1,Polygonaceae,Calligonum,squarrosum,,False,Calligonum squarrosum,1312018
NC_053266.1,genomic DNA,161629,Calligonum taklimakanense,77109938-1,Polygonaceae,Calligonum,taklimakanense,,False,Calligonum taklimakanense,1312019
NC_053268.1,genomic DNA,155447,Cymbidium hookerianum,625040-1,Orchidaceae,Cymbidium,hookerianum,,False,Cymbidium hookerianum,160532
NC_053276.1,genomic DNA,135950,Oryza neocaledonica,978469-1,Poaceae,Oryza,neocaledonica,,False,Oryza neocaledonica,699967
NC_053277.1,genomic DNA,135278,Oryza schlechteri,410118-1,Poaceae,Oryza,schlechteri,,False,Oryza schlechteri,110451
NC_053278.1,genomic DNA,134643,Oryza officinalis,410091-1,Poaceae,Oryza,officinalis,,False,Oryza malampuzhaensis,127571
NC_053279.1,genomic DNA,151333,Aldama filifolia,77115579-1,Asteraceae,Aldama,filifolia,,False,Aldama filifolia,2770828
NC_053280.1,genomic DNA,151314,Aldama fusiformis,77115582-1,Asteraceae,Aldama,fusiformis,,False,Aldama fusiformis,2770808
NC_053281.1,genomic DNA,151312,Aldama gardneri,77115584-1,Asteraceae,Aldama,gardneri,,False,Aldama gardneri,2770829
NC_053282.1,genomic DNA,151279,Aldama goyazii,77115594-1,Asteraceae,Aldama,goyazii,,False,Aldama goyazii,2770830
NC_053283.1,genomic DNA,151353,Aldama grandiflora,77115604-1,Asteraceae,Aldama,grandiflora,,False,Aldama grandiflora,2770831
NC_053284.1,genomic DNA,151327,Aldama kunthiana,77115658-1,Asteraceae,Aldama,kunthiana,,False,Aldama kunthiana,2770832
NC_053285.1,genomic DNA,151314,Aldama linearis,77115669-1,Asteraceae,Aldama,linearis,,False,Aldama linearis,2770833
NC_053286.1,genomic DNA,151314,Aldama macrorhiza,77115673-1,Asteraceae,Aldama,macrorhiza,,False,Aldama macrorhiza,2770834
NC_053287.1,genomic DNA,151363,Aldama megapotamica,77148162-1,Asteraceae,Aldama,megapotamica,,False,Aldama megapotamica,2770835
NC_053288.1,genomic DNA,151316,Aldama nudibasillaris,77115683-1,Asteraceae,Aldama,nudibasillaris,,False,Aldama nudibasilaris,2770836
NC_053289.1,genomic DNA,151333,Aldama nudicaulis,77115682-1,Asteraceae,Aldama,nudicaulis,,False,Aldama nudicaulis,2770837
NC_053290.1,genomic DNA,151354,Aldama pilosa,77115695-1,Asteraceae,Aldama,pilosa,,False,Aldama pilosa,2770838
NC_053291.1,genomic DNA,151330,Aldama anchusifolia,77115537-1,Asteraceae,Aldama,anchusifolia,,False,Aldama anchusifolia,2770822
NC_053292.1,genomic DNA,151345,Aldama arenaria,77115553-1,Asteraceae,Aldama,arenaria,,False,Aldama arenaria,2770823
NC_053293.1,genomic DNA,151362,Aldama aspilioides,77115554-1,Asteraceae,Aldama,aspilioides,,False,Aldama aspilioides,2770824
NC_053294.1,genomic DNA,151376,Aldama bakeriana,77115557-1,Asteraceae,Aldama,bakeriana,,False,Aldama bakeriana,2770825
NC_053295.1,genomic DNA,151339,Aldama bracteata,77115559-1,Asteraceae,Aldama,bracteata,,False,Aldama bracteata,2770826
NC_053296.1,genomic DNA,151386,Aldama canescens,77115564-1,Asteraceae,Aldama,canescens,,False,Aldama canescens,2770807
NC_053297.1,genomic DNA,151327,Aldama corumbensis,77148161-1,Asteraceae,Aldama,corumbensis,,False,Aldama corumbensis,2770827
NC_053298.1,genomic DNA,151353,Aldama trichophylla,77153998-1,Asteraceae,Aldama,trichophylla,,False,Aldama trichophylla,2770839
NC_053299.1,genomic DNA,151495,Iostephane heterophylla,226210-1,Asteraceae,Iostephane,heterophylla,,False,Iostephane heterophylla,1048901
NC_053300.1,genomic DNA,151356,Tithonia diversifolia,255747-1,Asteraceae,Tithonia,diversifolia,,False,Tithonia diversifolia,684020
NC_053302.1,genomic DNA,161923,Dilkea retusa,674426-1,Passifloraceae,Dilkea,retusa,,False,Dilkea retusa,697065
NC_053303.1,genomic DNA,163032,Mitostemma brevifilis,162796-2,Passifloraceae,Mitostemma,brevifilis,,False,Mitostemma brevifilis,197922
NC_053304.1,genomic DNA,147773,Passiflora alata,321312-2,Passifloraceae,Passiflora,alata,,False,Passiflora alata,159422
NC_053305.1,genomic DNA,138081,Passiflora candollei,77063117-1,Passifloraceae,Passiflora,candollei,,False,Passiflora candollei,340638
NC_053306.1,genomic DNA,164515,Passiflora cerradensis,60473156-2,Passifloraceae,Passiflora,cerradensis,,False,Passiflora cerradensis,1052166
NC_053307.1,genomic DNA,145054,Passiflora cristalina,77110362-1,Passifloraceae,Passiflora,cristalina,,False,Passiflora cristalina,2771271
NC_053308.1,genomic DNA,167953,Passiflora deidamioides,184896-2,Passifloraceae,Passiflora,deidamioides,,False,Passiflora deidamioides,340641
NC_053309.1,genomic DNA,142737,Passiflora edmundoi,184905-2,Passifloraceae,Passiflora,edmundoi,,False,Passiflora edmundoi,197925
NC_053310.1,genomic DNA,163775,Passiflora haematostigma,324155-2,Passifloraceae,Passiflora,haematostigma,,False,Passiflora haematostigma,159429
NC_053311.1,genomic DNA,146537,Passiflora loefgrenii,313616-2,Passifloraceae,Passiflora,loefgrenii,,False,Passiflora loefgrenii,380067
NC_053312.1,genomic DNA,150839,Passiflora mucronata,675235-1,Passifloraceae,Passiflora,mucronata,,False,Passiflora mucronata,231185
